user_id,POI_id,POI_catid,POI_catid_code,POI_catname,latitude,longitude,timezone,UTC_time,local_time,day_of_week,norm_in_day_time,trajectory_id,norm_day_shift,norm_relative_time
118,4b00400cf964a520f93b22e3,4bf58dd8d48988d14e941735,118,American Restaurant,40.63146467104961,-73.94761741161346,-240,2012-04-07 16:21:18+00:00,2012-04-07 12:21:18+00:00,5,0.5,118_2,0,0.5
110,4a452221f964a520d8a71fe3,4bf58dd8d48988d117941735,45,Beer Garden,40.71520900487956,-74.04685897537672,-240,2012-04-07 17:01:27+00:00,2012-04-07 13:01:27+00:00,5,0.5416666666666666,110_2,0,0.5416666666666666
945,4e56cfc3aeb784cb898d51cb,4f2a25ac4b909258e854f55f,369,Neighborhood,40.854834946546106,-73.88604998588562,-240,2012-04-07 17:33:32+00:00,2012-04-07 13:33:32+00:00,5,0.5625,945_1,0,0.5625
226,4ad90280f964a520161721e3,4bf58dd8d48988d137941735,99,Theater,40.75827778801546,-73.98802757263184,-240,2012-04-07 17:48:24+00:00,2012-04-07 13:48:24+00:00,5,0.5625,226_2,0,0.5625
251,4d4f4dc207b1a09016acf83b,4bf58dd8d48988d175941735,156,Gym / Fitness Center,40.73801542750209,-73.99047228767945,-240,2012-04-07 18:01:37+00:00,2012-04-07 14:01:37+00:00,5,0.5833333333333334,251_2,0,0.5833333333333334
759,4ae8906ef964a52071b021e3,4bf58dd8d48988d129951735,79,Train Station,40.71267092713338,-74.01193141937256,-240,2012-04-07 18:25:09+00:00,2012-04-07 14:25:09+00:00,5,0.5833333333333334,759_1,0,0.5833333333333334
405,4a07ac6af964a5208f731fe3,4bf58dd8d48988d1fd941735,308,Mall,40.917335441802095,-74.0756607055664,-240,2012-04-07 18:36:23+00:00,2012-04-07 14:36:23+00:00,5,0.6041666666666666,405_2,0,0.6041666666666666
110,45e94762f964a52071431fe3,4bf58dd8d48988d116941735,43,Bar,40.73891377108314,-74.03018151296773,-240,2012-04-07 19:13:18+00:00,2012-04-07 15:13:18+00:00,5,0.625,110_2,0,0.625
759,49f754c1f964a520896c1fe3,4bf58dd8d48988d184941735,169,Stadium,40.73308000062968,-74.1708254814148,-240,2012-04-07 19:18:01+00:00,2012-04-07 15:18:01+00:00,5,0.625,759_1,0,0.625
251,4ee2b3caf9ab478e59c076b0,4bf58dd8d48988d116941735,43,Bar,40.732461021437416,-73.98789302811853,-240,2012-04-07 20:01:58+00:00,2012-04-07 16:01:58+00:00,5,0.6666666666666666,251_2,0,0.6666666666666666
399,40b7d280f964a52095001fe3,4bf58dd8d48988d116941735,43,Bar,40.76023134804513,-73.99512075872225,-240,2012-04-07 20:02:03+00:00,2012-04-07 16:02:03+00:00,5,0.6666666666666666,399_1,0,0.6666666666666666
118,4d7d13306152b60c1f7c9d26,4bf58dd8d48988d1e2941735,258,Beach,40.557295,-73.911548,-240,2012-04-07 20:03:33+00:00,2012-04-07 16:03:33+00:00,5,0.6666666666666666,118_2,0,0.6666666666666666
597,4abbe19ef964a520548520e3,4bf58dd8d48988d129951735,79,Train Station,40.732267009830224,-74.06304359436035,-240,2012-04-07 20:21:32+00:00,2012-04-07 16:21:32+00:00,5,0.6666666666666666,597_2,0,0.6666666666666666
674,4a942a25f964a520972020e3,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.72428494517419,-74.00196433067322,-240,2012-04-07 20:21:52+00:00,2012-04-07 16:21:52+00:00,5,0.6666666666666666,674_1,0,0.6666666666666666
945,4cd3f20d9828b60cc31ad884,4f2a25ac4b909258e854f55f,369,Neighborhood,40.82507881379304,-73.92013549804688,-240,2012-04-07 20:46:54+00:00,2012-04-07 16:46:54+00:00,5,0.6875,945_1,0,0.6875
367,4d8393ded5fab60c2654cf9b,4bf58dd8d48988d1dc931735,247,Tea Room,40.75331211090088,-73.974555,-240,2012-04-07 21:13:09+00:00,2012-04-07 17:13:09+00:00,5,0.7083333333333334,367_1,0,0.7083333333333334
597,4b607313f964a5209be629e3,4bf58dd8d48988d176941735,157,Gym / Fitness Center,40.74800474617332,-74.00862693786621,-240,2012-04-07 21:26:46+00:00,2012-04-07 17:26:46+00:00,5,0.7083333333333334,597_2,0,0.7083333333333334
226,462a6065f964a520d9451fe3,4bf58dd8d48988d14e941735,118,American Restaurant,40.75821277375464,-73.98682594299316,-240,2012-04-07 21:32:23+00:00,2012-04-07 17:32:23+00:00,5,0.7291666666666666,226_2,0,0.7291666666666666
357,4f5b8222e4b068aa4e672804,4bf58dd8d48988d120951735,62,Food & Drink Shop,40.616788249216725,-73.97330640287038,-240,2012-04-07 22:45:12+00:00,2012-04-07 18:45:12+00:00,5,0.7708333333333334,357_2,0,0.7708333333333334
833,4a525e9df964a52094b11fe3,4bf58dd8d48988d121941735,63,Bar,40.754018027698336,-73.98453241079356,-240,2012-04-07 22:56:13+00:00,2012-04-07 18:56:13+00:00,5,0.7708333333333334,833_1,0,0.7708333333333334
945,4add0473f964a520836321e3,4bf58dd8d48988d1f6941735,294,Department Store,40.90122520923615,-73.817176,-240,2012-04-07 23:22:10+00:00,2012-04-07 19:22:10+00:00,5,0.7916666666666666,945_1,0,0.7916666666666666
399,427d5680f964a520a8211fe3,4bf58dd8d48988d18f941735,179,Art Museum,40.6716389935202,-73.96381202180841,-240,2012-04-07 23:26:04+00:00,2012-04-07 19:26:04+00:00,5,0.7916666666666666,399_1,0,0.7916666666666666
104,4b4ddd6ff964a520c0d926e3,4bf58dd8d48988d103941735,6,Home (private),40.71478702896252,-74.01238511084367,-240,2012-04-07 23:29:15+00:00,2012-04-07 19:29:15+00:00,5,0.7916666666666666,104_2,0,0.7916666666666666
400,4c020c87fd082d7f1aed0785,4bf58dd8d48988d14e941735,118,American Restaurant,40.713852,-73.957991,-240,2012-04-07 23:39:35+00:00,2012-04-07 19:39:35+00:00,5,0.8125,400_2,0,0.8125
829,4b40d02df964a5207bbb25e3,4bf58dd8d48988d1ff941735,312,Miscellaneous Shop,40.65078524807129,-73.87308141384973,-240,2012-04-07 23:52:39+00:00,2012-04-07 19:52:39+00:00,5,0.8125,829_3,0,0.8125
226,4ad90280f964a520161721e3,4bf58dd8d48988d137941735,99,Theater,40.75827778801546,-73.98802757263184,-240,2012-04-07 23:57:27+00:00,2012-04-07 19:57:27+00:00,5,0.8125,226_2,0,0.8125
597,4abbe19ef964a520548520e3,4bf58dd8d48988d129951735,79,Train Station,40.732267009830224,-74.06304359436035,-240,2012-04-08 00:14:51+00:00,2012-04-07 20:14:51+00:00,5,0.8333333333333334,597_2,0,0.8333333333333334
945,4e56cfc3aeb784cb898d51cb,4f2a25ac4b909258e854f55f,369,Neighborhood,40.854834946546106,-73.88604998588562,-240,2012-04-08 00:48:56+00:00,2012-04-07 20:48:56+00:00,5,0.8541666666666666,945_1,0,0.8541666666666666
945,4da461ccb521224bd30231ee,4bf58dd8d48988d13b941735,103,School,40.83433373621397,-73.88697177925734,-240,2012-04-08 00:59:52+00:00,2012-04-07 20:59:52+00:00,5,0.8541666666666666,945_1,0,0.8541666666666666
399,3fd66200f964a52061e41ee3,4bf58dd8d48988d1d1941735,239,Ramen /  Noodle House,40.73682775975944,-73.99064540863037,-240,2012-04-08 01:29:30+00:00,2012-04-07 21:29:30+00:00,5,0.875,399_1,0,0.875
674,49b1f97af964a520dd521fe3,4bf58dd8d48988d155941735,125,Gastropub,40.73400374936925,-74.00299564003944,-240,2012-04-08 01:56:24+00:00,2012-04-07 21:56:24+00:00,5,0.8958333333333334,674_1,0,0.8958333333333334
357,4ada0b96f964a520b61d21e3,4bf58dd8d48988d17f941735,165,Movie Theater,40.690525226258906,-73.99196440177379,-240,2012-04-08 03:09:07+00:00,2012-04-07 23:09:07+00:00,5,0.9583333333333334,357_2,0,0.9583333333333334
405,4ce70ae08ef78cfae280909b,4bf58dd8d48988d11f941735,60,Bar,40.7207366,-73.9887598,-240,2012-04-08 03:19:55+00:00,2012-04-07 23:19:55+00:00,5,0.9583333333333334,405_2,0,0.9583333333333334
829,4f7cd62de4b08ccdc588e204,4bf58dd8d48988d1c8941735,231,African Restaurant,40.68419809161396,-73.72202749829913,-240,2012-04-08 03:22:10+00:00,2012-04-07 23:22:10+00:00,5,0.9583333333333334,829_3,0,0.9583333333333334
400,4ee535472c5b5fc6cd1fd9d9,4bf58dd8d48988d155941735,125,Gastropub,40.72639997828572,-73.9917348465147,-240,2012-04-08 03:42:59+00:00,2012-04-07 23:42:59+00:00,5,0.9791666666666666,400_2,0,0.9791666666666666
251,4a7dff4df964a52091f01fe3,4bf58dd8d48988d117941735,45,Beer Garden,40.7405579801227,-74.00777996246534,-240,2012-04-08 04:22:54+00:00,2012-04-08 00:22:54+00:00,6,0.0,251_2,1,1.0
357,4eeb4c51775b1d4812e0261c,4bf58dd8d48988d16c941735,148,Burger Joint,40.69211070019279,-73.98889981642176,-240,2012-04-08 06:13:36+00:00,2012-04-08 02:13:36+00:00,6,0.0833333333333333,357_2,1,1.0833333333333333
357,4f5b8222e4b068aa4e672804,4bf58dd8d48988d120951735,62,Food & Drink Shop,40.616788249216725,-73.97330640287038,-240,2012-04-08 06:52:45+00:00,2012-04-08 02:52:45+00:00,6,0.1041666666666666,357_2,1,1.1041666666666667
226,43a52546f964a520532c1fe3,4bf58dd8d48988d1ed931735,277,Airport,40.645089355976346,-73.7845230102539,-240,2012-04-08 08:47:35+00:00,2012-04-08 04:47:35+00:00,6,0.1875,226_2,1,1.1875
717,4c069355cf8c76b065b43a65,4bf58dd8d48988d102941735,4,Gym / Fitness Center,40.77202687527417,-73.95888805389404,-240,2012-04-08 12:10:47+00:00,2012-04-08 08:10:47+00:00,6,0.3333333333333333,717_1,1,1.3333333333333333
110,4aaadf68f964a520ce5720e3,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.8041295012635,-74.2486310005188,-240,2012-04-08 14:08:00+00:00,2012-04-08 10:08:00+00:00,6,0.4166666666666667,110_2,1,1.4166666666666667
399,4a3d4aecf964a52012a21fe3,4bf58dd8d48988d132941735,94,Church,40.758505337427664,-73.97652626037598,-240,2012-04-08 15:34:01+00:00,2012-04-08 11:34:01+00:00,6,0.4791666666666667,399_1,1,1.4791666666666667
118,4d7d13306152b60c1f7c9d26,4bf58dd8d48988d1e2941735,258,Beach,40.557295,-73.911548,-240,2012-04-08 16:23:22+00:00,2012-04-08 12:23:22+00:00,6,0.5,118_2,1,1.5
674,44b78a37f964a52070351fe3,4bf58dd8d48988d14e941735,118,American Restaurant,40.73008303366041,-74.00060695729111,-240,2012-04-08 17:05:55+00:00,2012-04-08 13:05:55+00:00,6,0.5416666666666666,674_1,1,1.5416666666666663
632,42911d00f964a520f5231fe3,4bf58dd8d48988d129951735,79,Train Station,40.750794799423865,-73.99357639021292,-240,2012-04-08 17:16:08+00:00,2012-04-08 13:16:08+00:00,6,0.5416666666666666,632_2,0,0.5416666666666666
597,4abbe19ef964a520548520e3,4bf58dd8d48988d129951735,79,Train Station,40.732267009830224,-74.06304359436035,-240,2012-04-08 17:22:08+00:00,2012-04-08 13:22:08+00:00,6,0.5416666666666666,597_2,1,1.5416666666666663
405,49de0156f964a52021601fe3,4bf58dd8d48988d129951735,79,Train Station,40.805144639820114,-73.93914699554443,-240,2012-04-08 17:59:17+00:00,2012-04-08 13:59:17+00:00,6,0.5625,405_2,1,1.5625
194,4b3613a9f964a520013025e3,4f4528bc4b90abdf24c9de85,370,Athletic & Sport,40.59024368944973,-73.89894920251417,-240,2012-04-08 18:03:32+00:00,2012-04-08 14:03:32+00:00,6,0.5833333333333334,194_4,0,0.5833333333333334
301,4b5623a2f964a5202f0228e3,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.76467118377428,-73.9768820378688,-240,2012-04-08 18:05:16+00:00,2012-04-08 14:05:16+00:00,6,0.5833333333333334,301_3,0,0.5833333333333334
833,4eebfbab0aaf1d45b0374e3a,4bf58dd8d48988d163941735,139,Park,40.73159302118331,-74.03196593883797,-240,2012-04-08 18:11:29+00:00,2012-04-08 14:11:29+00:00,6,0.5833333333333334,833_1,1,1.5833333333333337
392,49ee4a7df964a52047681fe3,4bf58dd8d48988d163941735,139,Park,40.77425387649768,-73.94419952955188,-240,2012-04-08 18:14:09+00:00,2012-04-08 14:14:09+00:00,6,0.5833333333333334,392_2,0,0.5833333333333334
597,449f923ff964a520c5341fe3,4bf58dd8d48988d1bf941735,222,Mac & Cheese Joint,40.73019161989554,-73.98417084713711,-240,2012-04-08 18:22:04+00:00,2012-04-08 14:22:04+00:00,6,0.5833333333333334,597_2,1,1.5833333333333337
674,40abf500f964a52035f31ee3,4bf58dd8d48988d163941735,139,Park,40.73083612189599,-73.99764060974121,-240,2012-04-08 18:30:08+00:00,2012-04-08 14:30:08+00:00,6,0.6041666666666666,674_1,1,1.6041666666666663
759,44b78a37f964a52070351fe3,4bf58dd8d48988d14e941735,118,American Restaurant,40.73008303366041,-74.00060695729111,-240,2012-04-08 18:30:28+00:00,2012-04-08 14:30:28+00:00,6,0.6041666666666666,759_1,1,1.6041666666666663
973,4a0d771df964a5207d751fe3,4bf58dd8d48988d16d941735,149,Café,40.71553668131168,-73.99857547529987,-240,2012-04-08 18:34:19+00:00,2012-04-08 14:34:19+00:00,6,0.6041666666666666,973_2,0,0.6041666666666666
55,412d2800f964a520df0c1fe3,4bf58dd8d48988d163941735,139,Park,40.7714256153356,-73.97350072860723,-240,2012-04-08 19:04:24+00:00,2012-04-08 15:04:24+00:00,6,0.625,55_2,0,0.625
973,4de3e4effa7651589f21983d,4bf58dd8d48988d11e941735,58,Bar,40.721488,-73.995029,-240,2012-04-08 19:52:18+00:00,2012-04-08 15:52:18+00:00,6,0.6458333333333334,973_2,0,0.6458333333333334
367,441a8599f964a52036311fe3,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.733758,-73.988277,-240,2012-04-08 20:34:09+00:00,2012-04-08 16:34:09+00:00,6,0.6875,367_1,1,1.6875
973,3fd66200f964a52019eb1ee3,4bf58dd8d48988d11b941735,53,Bar,40.7246224724009,-73.99586106037441,-240,2012-04-08 20:36:34+00:00,2012-04-08 16:36:34+00:00,6,0.6875,973_2,0,0.6875
301,40f32600f964a520730a1fe3,4bf58dd8d48988d11d941735,56,Bar,40.74312379755446,-73.9892154594962,-240,2012-04-08 20:45:35+00:00,2012-04-08 16:45:35+00:00,6,0.6875,301_3,0,0.6875
717,4d5dec94618aa090a573e5e1,4bf58dd8d48988d102941735,4,Gym / Fitness Center,40.762464507620656,-73.96581055442489,-240,2012-04-08 20:53:45+00:00,2012-04-08 16:53:45+00:00,6,0.6875,717_1,1,1.6875
241,49f754c1f964a520896c1fe3,4bf58dd8d48988d184941735,169,Stadium,40.73308000062968,-74.1708254814148,-240,2012-04-08 21:12:29+00:00,2012-04-08 17:12:29+00:00,6,0.7083333333333334,241_2,0,0.7083333333333334
973,3fd66200f964a520dee51ee3,4bf58dd8d48988d116941735,43,Bar,40.72613839512974,-73.994965811503,-240,2012-04-08 22:54:29+00:00,2012-04-08 18:54:29+00:00,6,0.7708333333333334,973_2,0,0.7708333333333334
104,4efd1635f790570bcf88cbfd,4bf58dd8d48988d1df931735,251,BBQ Joint,40.71456338809374,-74.01544645119131,-240,2012-04-08 23:05:05+00:00,2012-04-08 19:05:05+00:00,6,0.7916666666666666,104_2,0,0.7916666666666666
367,43a72ba0f964a520672c1fe3,4bf58dd8d48988d180941735,166,Movie Theater,40.73416736029532,-73.99048715829849,-240,2012-04-08 23:31:52+00:00,2012-04-08 19:31:52+00:00,6,0.8125,367_1,1,1.8125
356,4a67d29cf964a52020ca1fe3,4bf58dd8d48988d176941735,157,Gym / Fitness Center,40.718931592174485,-73.98912937507284,-240,2012-04-09 11:14:20+00:00,2012-04-09 07:14:20+00:00,0,0.2916666666666667,356_2,0,0.2916666666666667
241,4d00b2c6ba1da1cd33ec8928,4bf58dd8d48988d120941735,61,Bar,40.71967452712271,-74.00445179358778,-240,2012-04-09 11:53:58+00:00,2012-04-09 07:53:58+00:00,0,0.3125,241_2,1,1.3125
392,4a9320d2f964a520e31e20e3,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.72568701208368,-74.00570103493192,-240,2012-04-09 12:27:33+00:00,2012-04-09 08:27:33+00:00,0,0.3333333333333333,392_2,1,1.3333333333333333
392,4e3695d5483bf3839a3a0c1b,4bf58dd8d48988d124941735,69,Office,40.72522354013928,-74.0075333454209,-240,2012-04-09 12:35:27+00:00,2012-04-09 08:35:27+00:00,0,0.3541666666666667,392_2,1,1.3541666666666667
104,4c34d1323896e21e1e35ec90,4bf58dd8d48988d124941735,69,Office,40.757373133649786,-73.98593274615102,-240,2012-04-09 12:45:09+00:00,2012-04-09 08:45:09+00:00,0,0.3541666666666667,104_2,1,1.3541666666666667
833,4a523c9df964a5206cb11fe3,4bf58dd8d48988d1c5941735,228,Sandwich Place,40.73710647765176,-73.99032307563172,-240,2012-04-09 13:32:05+00:00,2012-04-09 09:32:05+00:00,0,0.3958333333333333,833_1,2,2.395833333333333
829,4f7cd62de4b08ccdc588e204,4bf58dd8d48988d1c8941735,231,African Restaurant,40.68419809161396,-73.72202749829913,-240,2012-04-09 13:49:25+00:00,2012-04-09 09:49:25+00:00,0,0.3958333333333333,829_4,0,0.3958333333333333
632,4bc4ac4cb492d13a755faa60,4bf58dd8d48988d125941735,71,Office,40.74049401829623,-73.98673474788666,-240,2012-04-09 13:56:33+00:00,2012-04-09 09:56:33+00:00,0,0.3958333333333333,632_2,1,1.3958333333333333
55,4acbf5dff964a52073c820e3,4bf58dd8d48988d102941735,4,Gym / Fitness Center,40.745742838208535,-73.99751381653546,-240,2012-04-09 14:27:59+00:00,2012-04-09 10:27:59+00:00,0,0.4166666666666667,55_2,1,1.4166666666666667
833,4a749103f964a520a2de1fe3,4bf58dd8d48988d1c1941735,224,Mexican Restaurant,40.73714480561841,-73.99020552635193,-240,2012-04-09 16:21:50+00:00,2012-04-09 12:21:50+00:00,0,0.5,833_1,2,2.5
55,49f3417bf964a5207a6a1fe3,4bf58dd8d48988d176941735,157,Gym / Fitness Center,40.74442473818606,-73.99649232309052,-240,2012-04-09 16:29:55+00:00,2012-04-09 12:29:55+00:00,0,0.5,55_2,1,1.5
356,49c39ed6f964a52066561fe3,4bf58dd8d48988d1df931735,251,BBQ Joint,40.728659514732286,-73.98764297794041,-240,2012-04-09 17:08:57+00:00,2012-04-09 13:08:57+00:00,0,0.5416666666666666,356_2,0,0.5416666666666666
194,4b3613a9f964a520013025e3,4f4528bc4b90abdf24c9de85,370,Athletic & Sport,40.59024368944973,-73.89894920251417,-240,2012-04-09 17:22:00+00:00,2012-04-09 13:22:00+00:00,0,0.5416666666666666,194_4,1,1.5416666666666663
301,3fd66200f964a520ddf01ee3,4bf58dd8d48988d18c941735,176,Stadium,40.82827721161922,-73.92655344439045,-240,2012-04-09 19:10:49+00:00,2012-04-09 15:10:49+00:00,0,0.625,301_3,1,1.625
194,4a0f1baef964a52026761fe3,4bf58dd8d48988d180941735,166,Movie Theater,40.58606020705239,-73.92983436584473,-240,2012-04-09 19:26:59+00:00,2012-04-09 15:26:59+00:00,0,0.625,194_4,1,1.625
707,460d4b66f964a52005451fe3,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.74481848035928,-73.99515151977539,-240,2012-04-09 21:34:31+00:00,2012-04-09 17:34:31+00:00,0,0.7291666666666666,707_2,0,0.7291666666666666
707,49d36ca4f964a520f75b1fe3,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.72686036833717,-73.9802598953247,-240,2012-04-09 22:29:03+00:00,2012-04-09 18:29:03+00:00,0,0.75,707_2,0,0.75
301,43c922c9f964a520972d1fe3,4bf58dd8d48988d1fd941735,308,Mall,40.76792357432163,-73.98194432258606,-240,2012-04-09 22:59:31+00:00,2012-04-09 18:59:31+00:00,0,0.7708333333333334,301_3,1,1.7708333333333337
